City,State,Metro,County Name,Price,Earthquake Grants,Fire Grants,Flood Grants,Hurricane Grants,Mud/Landslide Grants,Other Grants,Severe Storm Grants,Tornado Grants,Earthquake Events,Fire Events,Flood Events,Hurricane Events,Mud/Landslide Events,Other Events,Severe Storm Events,Tornado Events
,,,,,,,,,,,154859.63,,,,,,,,11.0,
,,,,,,,,,,,698053.3,,,,,,,,25.0,
,,,,,,,,,,,119442.23,,,,,,,,8.0,
,,,,,,,,,,,11732.83,,,,,,,,5.0,
,,,,,,,,,,,4100.0,,,,,,,,1.0,
,,,,,,,,,,,35417.4,,,,,,,,3.0,
,,,,,,,,,,,414195.68,,,,,,,,19.0,
,,,,,,,,,,,425928.51,,,,,,,,24.0,
,,,,,,,,,,,642355.28,,,,,,,,16.0,
,,,,,,,,,,,11732.83,,,,,,,,5.0,
,,,,,,,,,,,414195.68,,,,,,,,19.0,
,,,,,,,1061305.28,21864490.58,,,2343775.04,,,,30.0,119.0,,,46.0,
,,,,,,,,,,,11732.83,,,,,,,,5.0,
,,,,,,,,,,,67430.85,,,,,,,,14.0,
,,,,,,,,,,,119442.23,,,,,,,,8.0,
,,,,,,,,,,,11732.83,,,,,,,,5.0,
,,,,,,,,,,,642355.28,,,,,,,,16.0,
,,,,,,,,,,,55698.02,,,,,,,,9.0,
,,,,,,,,,,,642355.28,,,,,,,,16.0,
,,,,,,,,,,,35417.4,,,,,,,,3.0,
,,,,,,,1061305.28,21864490.58,,,2463217.27,,,,30.0,119.0,,,54.0,
,,,,,,,,,,,11732.83,,,,,,,,5.0,
,,,,,,,1061305.28,21864490.58,,,2343775.04,,,,30.0,119.0,,,46.0,
,,,,,,,,,,,698053.3,,,,,,,,25.0,
,,,,,,,,,,,414195.68,,,,,,,,19.0,
,,,,,,,,,,,698053.3,,,,,,,,25.0,
,,,,,,,,,,,414195.68,,,,,,,,19.0,
,,,,,,,,,,,35417.4,,,,,,,,3.0,
,,,,,,,,,,,414195.68,,,,,,,,19.0,
,,,,,,,,,,,55698.02,,,,,,,,9.0,
,,,,,,,,,,,642355.28,,,,,,,,16.0,
,,,,,,,,,,,414195.68,,,,,,,,19.0,
,,,,,,,,,,,414195.68,,,,,,,,19.0,
,,,,,,,,,,,55698.02,,,,,,,,9.0,
,,,,,,,,,,,414195.68,,,,,,,,19.0,
,,,,,,,,,,,35417.4,,,,,,,,3.0,
,,,,,,,,,,,414195.68,,,,,,,,19.0,
,,,,,,,,,,,35417.4,,,,,,,,3.0,
,,,,,,,,,,,414195.68,,,,,,,,19.0,
,,,,,,,,,,,123542.23,,,,,,,,9.0,
,,,,,,,,,,,414195.68,,,,,,,,19.0,
,,,,,,,,,,,642355.28,,,,,,,,16.0,
,,,,,,,,,,,197260.8,,,,,,,,17.0,
,,,,,,196287.1,,,,9900.0,302418.19,,,2.0,,,,1.0,14.0,
,,,,,,,1061305.28,21864490.58,,,2308357.64,,,,30.0,119.0,,,43.0,
,,,,,,,,,,,185527.97,,,,,,,,12.0,
,,,,,,,,,,,2275608.08,,,,,,,,74.0,
,,,,,,196287.1,,,,9900.0,290685.36,,,2.0,,,,1.0,9.0,
,,,,,,,,,,,185527.97,,,,,,,,12.0,
,,,,,,,,,,,185527.97,,,,,,,,12.0,
,,,,,,196287.1,,,,9900.0,290685.36,,,2.0,,,,1.0,9.0,
,,,,,,,,,,,185527.97,,,,,,,,12.0,
,,,,,,196287.1,,,,9900.0,290685.36,,,2.0,,,,1.0,9.0,
,,,,,,,1061305.28,21864490.58,,,2308357.64,,,,30.0,119.0,,,43.0,
,,,,,,196287.1,,,,9900.0,290685.36,,,2.0,,,,1.0,9.0,
,,,,,,,,,,,185527.97,,,,,,,,12.0,
,,,,,,,,,,,2090080.11,,,,,,,,62.0,
,,,,,,,,,,,2090080.11,,,,,,,,62.0,
,,,,,,196287.1,,,,9900.0,302418.19,,,2.0,,,,1.0,14.0,
,,,,,,,,,,,185527.97,,,,,,,,12.0,
,,,,,,,,,,,2090080.11,,,,,,,,62.0,
,,,,,,,1061305.28,21864490.58,,,2343775.04,,,,30.0,119.0,,,46.0,
,,,,,,,,,,,2090080.11,,,,,,,,62.0,
,,,,,,,,,,,185527.97,,,,,,,,12.0,
,,,,,,,,,,,612624.26,,,,,,,,11.0,
,,,,,,,,,,,612624.26,,,,,,,,11.0,
,,,,,,,,,,,612624.26,,,,,,,,11.0,
,,,,,,,,,,,612624.26,,,,,,,,11.0,
,,,,,,,,,,,612624.26,,,,,,,,11.0,
,,,,,,,,,,,612624.26,,,,,,,,11.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,,,,,612624.26,,,,,,,,11.0,
,,,,,,,,,,,612624.26,,,,,,,,11.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,,,,,612624.26,,,,,,,,11.0,
,,,,,,,,,,,612624.26,,,,,,,,11.0,
,,,,,,,,,,,37142.22,,,,,,,,7.0,
,,,,,,,,,,,37142.22,,,,,,,,7.0,
,,,,,,,,,,,37142.22,,,,,,,,7.0,
,,,,,,,,,,,37142.22,,,,,,,,7.0,
,,,,,,,,,,,612624.26,,,,,,,,11.0,
,,,,,,,117981.76,158602.07,,,24847361.56,,,,5.0,7.0,,,269.0,
,,,,,,,,,,,438155.69,,,,,,,,8.0,
,,,,,,,,,,,3265412.46,,,,,,,,17.0,
,,,,,,,,,,,3265412.46,,,,,,,,17.0,
,,,,,,,,,,,3265412.46,,,,,,,,17.0,
,,,,,,,117981.76,158602.07,,,24847361.56,,,,5.0,7.0,,,269.0,
,,,,,,,11277812.01,57398912.7,,,96721238.42,,,,120.0,148.0,,,897.0,
,,,,,,,,,,,438155.69,,,,,,,,8.0,
,,,,,,,,,,,438155.69,,,,,,,,8.0,
,,,,,,,,,,,3265412.46,,,,,,,,17.0,
,,,,,,,,,,,438155.69,,,,,,,,8.0,
,,,,,,,,,,,438155.69,,,,,,,,8.0,
,,,,,,,117981.76,158602.07,,,24847361.56,,,,5.0,7.0,,,269.0,
,,,,,,,117981.76,158602.07,,,24847361.56,,,,5.0,7.0,,,269.0,
,,,,,,,117981.76,158602.07,,,24847361.56,,,,5.0,7.0,,,269.0,
,,,,,,,117981.76,158602.07,,,24847361.56,,,,5.0,7.0,,,269.0,
,,,,,,,117981.76,158602.07,,,24847361.56,,,,5.0,7.0,,,269.0,
,,,,,,,117981.76,158602.07,,,24847361.56,,,,5.0,7.0,,,269.0,
,,,,,,,117981.76,158602.07,,,24847361.56,,,,5.0,7.0,,,269.0,
,,,,,,,117981.76,158602.07,,,24847361.56,,,,5.0,7.0,,,269.0,
,,,,,,,,,,,3265412.46,,,,,,,,17.0,
,,,,,,,,,,,3265412.46,,,,,,,,17.0,
,,,,,,,,,,,3265412.46,,,,,,,,17.0,
,,,,,,,,,,,276822.75,,,,,,,,16.0,
,,,,,,,,,,,276822.75,,,,,,,,16.0,
,,,,,,,,,,,276822.75,,,,,,,,16.0,
,,,,,,,,,,,276822.75,,,,,,,,16.0,
,,,,,,,,,,,276822.75,,,,,,,,16.0,
,,,,,,14777270.81,3728291.51,,,,64362804.43,,,76.0,75.0,,,,267.0,
,,,,,,,,,,,276822.75,,,,,,,,16.0,
,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
,,,,,,,,,,,276822.75,,,,,,,,16.0,
,,,,,,,,,,,276822.75,,,,,,,,16.0,
,,,,,,,,,,,276822.75,,,,,,,,16.0,
,,,,,,,,,,,438155.69,,,,,,,,8.0,
,,,,,,14777270.81,3728291.51,,,,64224523.24,,,76.0,75.0,,,,257.0,
,,,,,,,,,,,276822.75,,,,,,,,16.0,
,,,,,,,,,,,276822.75,,,,,,,,16.0,
,,,,,,,,,,,438155.69,,,,,,,,8.0,
,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
,,,,,,,,,,,138541.56,,,,,,,,6.0,
,,,,,,,,,,,138541.56,,,,,,,,6.0,
,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
,,,,,,,,,,,138541.56,,,,,,,,6.0,
,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
,,,,,,,,,,,138541.56,,,,,,,,6.0,
,,,,,,122110.0,723539.71,411382.82,,,5220766.68,1050391.92,,4.0,36.0,17.0,,,111.0,17.0
,,,,,,,,,,,138541.56,,,,,,,,6.0,
,,,,,,,,,,,138541.56,,,,,,,,6.0,
,,,,,,,,,,,138541.56,,,,,,,,6.0,
,,,,,,122110.0,723539.71,411382.82,,,5220766.68,1050391.92,,4.0,36.0,17.0,,,111.0,17.0
,,,,,,,,,,,138541.56,,,,,,,,6.0,
,,,,,,,,,,,138541.56,,,,,,,,6.0,
,,,,,,,,,,,138541.56,,,,,,,,6.0,
,,,,,,,,,,,138541.56,,,,,,,,6.0,
,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
,,,,,,,,,,,138541.56,,,,,,,,6.0,
,,,,,,122110.0,723539.71,411382.82,,,5220766.68,1050391.92,,4.0,36.0,17.0,,,111.0,17.0
,,,,,,122110.0,723539.71,411382.82,,,5220766.68,1050391.92,,4.0,36.0,17.0,,,111.0,17.0
,,,,,,,,,,,138541.56,,,,,,,,6.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,14777270.81,175897694.1,,,,551392044.8,,,76.0,480.0,,,,1186.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,14777270.81,6063167.09,,,,64303638.57,,,76.0,145.0,,,,270.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,2334875.58,,,,217656.89,,,,70.0,,,,19.0,
,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,2334875.58,,,,217656.89,,,,70.0,,,,19.0,
,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,2334875.58,,,,217656.89,,,,70.0,,,,19.0,
,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
,,,,,,,2836737.55,,,,1574059.17,,,,52.0,,,,46.0,
,,,,,,,228756.2,,,,25331625.72,,,,18.0,,,,252.0,
,,,,,,,228756.2,,,,25331625.72,,,,18.0,,,,252.0,
,,,,,,,,,,,402699.79,,,,,,,,22.0,
,,,,,,,24805152.33,,,,15351581.12,,,,95.0,,,,166.0,
,,,,,,,2836737.55,,,,1574059.17,,,,52.0,,,,46.0,
,,,,,,,24805152.33,,,,15351581.12,,,,95.0,,,,166.0,
,,,,,,,228756.2,,,,25734325.51,,,,18.0,,,,274.0,
,,,,,,,24805152.33,,,,15351581.12,,,,95.0,,,,166.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,2836737.55,,,,1574059.17,,,,52.0,,,,46.0,
,,,,,,,228756.2,,,,26802934.11,,,,18.0,,,,337.0,
,,,,,,,540706.22,,,,38492436.11,,,,45.0,,,,439.0,
,,,,,,,2836737.55,,,,1574059.17,,,,52.0,,,,46.0,
,,,,,,,228756.2,,,,25331625.72,,,,18.0,,,,252.0,
,,,,,,,3065493.75,,,,26905684.89,,,,70.0,,,,298.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,24805152.33,,,,15351581.12,,,,95.0,,,,166.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,2334875.58,,,,217656.89,,,,70.0,,,,19.0,
,,,,,,,2836737.55,,,,1574059.17,,,,52.0,,,,46.0,
,,,,,,,24805152.33,,,,15351581.12,,,,95.0,,,,166.0,
,,,,,,,24805152.33,,,,15351581.12,,,,95.0,,,,166.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,24805152.33,,,,15351581.12,,,,95.0,,,,166.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,8222187.89,,,,2309820.33,563096.74,,,90.0,,,,90.0,38.0
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,8222187.89,,,,2309820.33,563096.74,,,90.0,,,,90.0,38.0
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,2169932.0,,,,4614040.75,397200.0,,,28.0,,,,67.0,6.0
,,,,,,,6260751.75,,,,1793859.0,165896.74,,,75.0,,,,62.0,32.0
,,,,,,,1961436.14,,,,515961.33,397200.0,,,15.0,,,,28.0,6.0
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,6260751.75,,,,1793859.0,165896.74,,,75.0,,,,62.0,32.0
,,,,,,,6260751.75,,,,1793859.0,165896.74,,,75.0,,,,62.0,32.0
,,,,,,,10818447.57,,,,1674677.91,398775.44,,,57.0,,,,57.0,11.0
,,,,,,,1961436.14,,,,515961.33,397200.0,,,15.0,,,,28.0,6.0
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,6260751.75,,,,1793859.0,165896.74,,,75.0,,,,62.0,32.0
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,11026943.43,,,,5772757.33,398775.44,,,70.0,,,,96.0,11.0
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,1961436.14,,,,515961.33,397200.0,,,15.0,,,,28.0,6.0
,,,,,,,178430154.3,,,,489099922.1,165896.74,,,480.0,,,,997.0,32.0
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,1961436.14,,,,515961.33,397200.0,,,15.0,,,,28.0,6.0
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,2836737.55,,,,1574059.17,,,,52.0,,,,46.0,
,,,,,,,4820646.73,,,,26956290.08,,,,91.0,,,,301.0,
,,,,,,,1755152.98,,,,50605.19,,,,21.0,,,,3.0,
,,,,,,,10801545.3,379418.02,,,37456927.63,1575.44,,,80.0,21.0,,,404.0,5.0
,,,,,,,24805152.33,,,,15351581.12,,,,95.0,,,,166.0,
,,,,,,,3065493.75,,,,26905684.89,,,,70.0,,,,298.0,
,,,,,,,24805152.33,,,,15351581.12,,,,95.0,,,,166.0,
,,,,,,,1944533.87,379418.02,,,36298211.05,,,,38.0,21.0,,,375.0,
,,,,,,,9085767.63,,,,26490342.3,1575.44,,,60.0,,,,281.0,5.0
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,1755152.98,,,,50605.19,,,,21.0,,,,3.0,
,,,,,,,10612164.41,,,,1209321.77,1575.44,,,63.0,,,,32.0,5.0
,,,,,,,2836737.55,,,,1574059.17,,,,52.0,,,,46.0,
,,,,,,,12573600.55,,,,1725283.1,398775.44,,,78.0,,,,60.0,11.0
,,,,,,,8857011.43,,,,1158716.58,1575.44,,,42.0,,,,29.0,5.0
,,,,,,,228756.2,,,,25331625.72,,,,18.0,,,,252.0,
,,,,,,,8857011.43,,,,1158716.58,1575.44,,,42.0,,,,29.0,5.0
,,,,,,,1715777.67,379418.02,,,10966585.33,,,,20.0,21.0,,,123.0,
,,,,,,,228756.2,,,,25331625.72,,,,18.0,,,,252.0,
,,,,,,,8857011.43,,,,1158716.58,1575.44,,,42.0,,,,29.0,5.0
,,,,,,,24805152.33,,,,15351581.12,,,,95.0,,,,166.0,
,,,,,,,31065904.08,,,,17145440.12,165896.74,,,170.0,,,,228.0,32.0
,,,,,,,24805152.33,,,,15351581.12,,,,95.0,,,,166.0,
,,,,,,,24805152.33,,,,15351581.12,,,,95.0,,,,166.0,
,,,,,,,24805152.33,,,,15351581.12,,,,95.0,,,,166.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,,,,,,231755.02,,,,,,,,22.0
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,6260751.75,,,,1793859.0,165896.74,,,75.0,,,,62.0,32.0
,,,,,,,,,,,6381936.12,231755.02,,,,,,,20.0,22.0
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,,,,,,2249143.49,,,,,,,,18.0
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,,,,,6381936.12,2480898.51,,,,,,,20.0,40.0
,,,,,,,2169932.0,,,,4614040.75,397200.0,,,28.0,,,,67.0,6.0
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,,,,,,231755.02,,,,,,,,22.0
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,,,,,6381936.12,,,,,,,,20.0,
,,,,,,,1715777.67,379418.02,,,11369285.12,,,,20.0,21.0,,,145.0,
,,,,,,,,,,,6271038.55,,,,,,,,47.0,
,,,,,,,311950.02,,,,12758110.6,,,,27.0,,,,165.0,
,,,,,,,,,,,1471308.39,,,,,,,,85.0,
,,,,,,,,,,,5868338.76,,,,,,,,25.0,
,,,,,,,88034.51,941286.35,,,11787786.66,,,,6.0,38.0,,,135.0,
,,,,,,,,,,,402699.79,,,,,,,,22.0,
,,,,,,,311950.02,,,,12758110.6,,,,27.0,,,,165.0,
,,,,,,,,,,,5868338.76,,,,,,,,25.0,
,,,,,,,311950.02,,,,11689502.0,,,,27.0,,,,102.0,
,,,,,,,311950.02,,,,11286802.21,,,,27.0,,,,80.0,
,,,,,,,,,,,666318.43,,,,,,,,16.0,
,,,,,,,,,,,5868338.76,,,,,,,,25.0,
,,,,,,,,941286.35,,,12425590.78,,,,,38.0,,,145.0,
,,,,,,,,,,,402699.79,,,,,,,,22.0,
,,,,,,,1715777.67,379418.02,,,11369285.12,,,,20.0,21.0,,,145.0,
,,,,,,,88034.51,,,,28514.31,,,,6.0,,,,6.0,
,,,,,,,2334875.58,,,,1688965.28,,,,70.0,,,,104.0,
,,,,,,,,,,,6271038.55,,,,,,,,47.0,
,,,,,,,,,,,666318.43,,,,,,,,16.0,
,,,,,,,1715777.67,379418.02,,,10966585.33,,,,20.0,21.0,,,123.0,
,,,,,,,,,,,402699.79,,,,,,,,22.0,
,,,,,,,,,,,6534657.19,,,,,,,,41.0,
,,,,,,,311950.02,,,,17557840.76,,,,27.0,,,,127.0,
,,,,,,,,,,,6534657.19,,,,,,,,41.0,
,,,,,,,,,,,402699.79,,,,,,,,22.0,
,,,,,,,,,,,5868338.76,,,,,,,,25.0,
,,,,,,,88034.51,941286.35,,,12190486.45,,,,6.0,38.0,,,157.0,
,,,,,,,540706.22,,,,37021127.72,,,,45.0,,,,354.0,
,,,,,,,,941286.35,,,12425590.78,,,,,38.0,,,145.0,
,,,,,,,,,,,402699.79,,,,,,,,22.0,
,,,,,,,1715777.67,379418.02,,,10966585.33,,,,20.0,21.0,,,123.0,
,,,,,,,,,,,666318.43,,,,,,,,16.0,
,,,,,,,,,,,5868338.76,,,,,,,,25.0,
,,,,,,,,941286.35,,,18293929.54,,,,,38.0,,,170.0,
,,,,,,,311950.02,,,,17155140.97,,,,27.0,,,,105.0,
,,,,,,,1803812.18,1320704.37,,,23157071.78,,,,26.0,59.0,,,280.0,
,,,,,,,,,,,5868338.76,,,,,,,,25.0,
,,,,,,,,,,,5868338.76,,,,,,,,25.0,
,,,,,,,,,,,666318.43,,,,,,,,16.0,
,,,,,,,311950.02,,,,11286802.21,,,,27.0,,,,80.0,
,,,,,,,,941286.35,,,18030310.9,,,,,38.0,,,176.0,
,,,,,,,311950.02,,,,11286802.21,,,,27.0,,,,80.0,
,,,,,,,311950.02,,,,12758110.6,,,,27.0,,,,165.0,
,,,,,,,311950.02,,,,11689502.0,,,,27.0,,,,102.0,
,,,,,,,,,,,666318.43,,,,,,,,16.0,
,,,,,,,,,,,6534657.19,,,,,,,,41.0,
,,,,,,,311950.02,,,,11286802.21,,,,27.0,,,,80.0,
,,,,,,,,,,,6534657.19,,,,,,,,41.0,
,,,,,,,,,,,402699.79,,,,,,,,22.0,
,,,,,,,311950.02,,,,11286802.21,,,,27.0,,,,80.0,
,,,,,,,311950.02,,,,11689502.0,,,,27.0,,,,102.0,
,,,,,,,311950.02,,,,11286802.21,,,,27.0,,,,80.0,
,,,,,,,311950.02,,,,11286802.21,,,,27.0,,,,80.0,
,,,,,,,311950.02,,,,11286802.21,,,,27.0,,,,80.0,
,,,,,,,311950.02,,,,11286802.21,,,,27.0,,,,80.0,
,,,,,,,311950.02,,,,11286802.21,,,,27.0,,,,80.0,
,,,,,,,311950.02,,,,11286802.21,,,,27.0,,,,80.0,
,,,,,,,311950.02,,,,11286802.21,,,,27.0,,,,80.0,
,,,,,,,311950.02,,,,11286802.21,,,,27.0,,,,80.0,
,,,,,,,311950.02,,,,11286802.21,,,,27.0,,,,80.0,
,,,,,,,1137432.57,,,,1199000.97,,,,24.0,,,,22.0,
,,,,,,,88034.51,,,,28514.31,,,,6.0,,,,6.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,1137432.57,,,,1199000.97,,,,24.0,,,,22.0,
,,,,,,,326819.49,,,,448342.19,,,,18.0,,,,34.0,
,,,,,,,326819.49,,,,448342.19,,,,18.0,,,,34.0,
